SUPERNOVA,REDSHIFT,MOD_DIST,MOD_DIST ERR
2001cw,0.953,442.736.202.267,0.954717441018
2001gn,1.124,445.675.191.814,0.197263047621
2001go,0.552,425.109.342.761,0.103414502954
2001gq,0.671,429.820.070.011,0.12054552758
2001gy,0.511,423.736.604.669,0.0890617545983
2001hb,1.03,442.400.933.572,0.141254202601
A-004,1.192,444.587.516,0.200258071902
C-000,1.092,440.078.477.189,0.246511864633
C-001,0.974,438.341.432.564,0.174238940337
F-012,1.11,446.253.358.523,0.447832632795
G-004,1.35,448.270.654.771,0.185705412075
H-003,0.85,434.942.573.455,0.171796430655
H-005,1.241,445.817.029.608,0.478371053196
K-000,1.414,448.037.661.387,0.346181483252
N-033,1.188,446.076.425.498,0.500544949291
D-000,1.017,442.939.707.709,0.171046154322
D-006,1.315,449.713.577.744,0.187508839367
P-009,0.821,436.409.387.868,0.194013591972
R-012,1.215,452.465.209.495,0.560317445151
Z-005,0.623,425.145.239.973,0.241428134977
